time,angle,error,ppo_action,adjustment
1748783892.8378468,-2.32,-2.49,[[-1.]],-0.5
1748783892.944537,-2.32,-2.5,[[-1.]],-0.5
1748783893.0522997,-2.32,-2.49,[[-1.]],-0.5
1748783893.1589947,-2.31,-2.49,[[-1.]],-0.5
1748783893.2667909,-2.32,-2.49,[[-1.]],-0.5
1748783893.373412,-2.31,-2.49,[[-1.]],-0.5
1748783893.4813085,-2.31,-2.48,[[-1.]],-0.5
1748783893.5879762,-2.31,-2.48,[[-1.]],-0.5
1748783893.6960049,-2.31,-2.48,[[-1.]],-0.5
1748783893.8024154,-2.3,-2.48,[[-1.]],-0.5
1748783893.9089713,-2.3,-2.47,[[-1.]],-0.5
1748783894.0135605,-2.3,-2.47,[[-1.]],-0.5
1748783894.1214573,-2.3,-2.47,[[-1.]],-0.5
1748783894.2317889,-2.3,-2.48,[[-1.]],-0.5
1748783894.3386497,-2.31,-2.49,[[-1.]],-0.5
1748783894.4453464,-2.3,-2.47,[[-1.]],-0.5
1748783894.5527823,-2.3,-2.47,[[-1.]],-0.5
1748783894.6600416,-2.31,-2.48,[[-1.]],-0.5
1748783894.7673478,-2.31,-2.48,[[-1.]],-0.5
1748783894.8742125,-2.31,-2.48,[[-1.]],-0.5
1748783894.9811144,-2.3,-2.47,[[-1.]],-0.5
1748783895.0898423,-2.3,-2.47,[[-1.]],-0.5
1748783895.195415,-2.3,-2.47,[[-1.]],-0.5
1748783895.301528,-2.3,-2.47,[[-1.]],-0.5
1748783895.4071608,-2.3,-2.47,[[-1.]],-0.5
1748783895.515138,-2.3,-2.47,[[-1.]],-0.5
1748783895.6217296,-2.3,-2.47,[[-1.]],-0.5
1748783895.7295737,-2.3,-2.47,[[-1.]],-0.5
1748783895.8362048,-2.3,-2.47,[[-1.]],-0.5
1748783895.942898,-2.29,-2.46,[[-1.]],-0.5
1748783896.050682,-2.29,-2.46,[[-1.]],-0.5
1748783896.157329,-2.28,-2.46,[[-1.]],-0.5
1748783896.2651637,-2.27,-2.45,[[-1.]],-0.5
1748783896.3718357,-2.26,-2.43,[[-1.]],-0.5
1748783896.4797606,-2.26,-2.43,[[-1.]],-0.5
1748783896.5863347,-2.27,-2.44,[[-1.]],-0.5
1748783896.694286,-2.28,-2.45,[[-1.]],-0.5
1748783896.8008993,-2.27,-2.44,[[-1.]],-0.5
1748783896.9086874,-2.26,-2.43,[[-1.]],-0.5
1748783897.0152795,-2.25,-2.43,[[-1.]],-0.5
1748783897.123149,-2.26,-2.43,[[-1.]],-0.5
1748783897.2299118,-2.25,-2.42,[[-1.]],-0.5
1748783897.3377557,-2.26,-2.43,[[-1.]],-0.5
1748783897.4444792,-2.26,-2.43,[[-1.]],-0.5
1748783897.550933,-2.26,-2.43,[[-1.]],-0.5
1748783897.6587954,-2.26,-2.43,[[-1.]],-0.5
1748783897.7654386,-2.25,-2.42,[[-1.]],-0.5
1748783897.8733733,-2.25,-2.42,[[-1.]],-0.5
1748783897.979991,-2.25,-2.42,[[-1.]],-0.5
1748783898.0878806,-2.26,-2.43,[[-1.]],-0.5
1748783898.1945767,-2.25,-2.43,[[-1.]],-0.5
1748783898.3023665,-2.25,-2.42,[[-1.]],-0.5
1748783898.4089868,-2.25,-2.42,[[-1.]],-0.5
1748783898.5169773,-2.25,-2.42,[[-1.]],-0.5
1748783898.623412,-2.25,-2.42,[[-1.]],-0.5
1748783898.7313545,-2.25,-2.43,[[-1.]],-0.5
1748783898.8379884,-2.24,-2.41,[[-1.]],-0.5
1748783898.9459317,-2.25,-2.42,[[-1.]],-0.5
1748783899.0551176,-2.25,-2.43,[[-1.]],-0.5
1748783899.1638548,-2.26,-2.43,[[-1.]],-0.5
1748783899.270282,-2.26,-2.43,[[-1.]],-0.5
1748783899.3782153,-2.25,-2.43,[[-1.]],-0.5
1748783899.4849353,-2.26,-2.43,[[-1.]],-0.5
1748783899.5927923,-2.26,-2.44,[[-1.]],-0.5
1748783899.6993015,-2.26,-2.43,[[-1.]],-0.5
1748783899.8071992,-2.25,-2.43,[[-1.]],-0.5
1748783899.914053,-2.26,-2.43,[[-1.]],-0.5
1748783900.026071,-2.25,-2.42,[[-1.]],-0.5
1748783900.1302812,-2.26,-2.43,[[-1.]],-0.5
1748783900.2351406,-2.25,-2.42,[[-1.]],-0.5
1748783900.3429945,-2.25,-2.42,[[-1.]],-0.5
1748783900.4496357,-2.25,-2.42,[[-1.]],-0.5
1748783900.5574799,-2.26,-2.43,[[-1.]],-0.5
1748783900.664253,-2.26,-2.44,[[-1.]],-0.5
1748783900.7721062,-2.26,-2.43,[[-1.]],-0.5
1748783900.8786385,-2.26,-2.43,[[-1.]],-0.5
1748783900.9863856,-2.25,-2.43,[[-1.]],-0.5
1748783901.093117,-2.26,-2.43,[[-1.]],-0.5
1748783901.201021,-2.26,-2.43,[[-1.]],-0.5
1748783901.3077614,-2.26,-2.44,[[-1.]],-0.5
1748783901.4155774,-2.27,-2.44,[[-1.]],-0.5
1748783901.52215,-2.27,-2.44,[[-1.]],-0.5
1748783901.6300473,-2.27,-2.44,[[-1.]],-0.5
1748783901.7367988,-2.26,-2.44,[[-1.]],-0.5
1748783901.8445601,-2.26,-2.44,[[-1.]],-0.5
1748783901.9510524,-2.26,-2.44,[[-1.]],-0.5
1748783902.0578892,-2.27,-2.44,[[-1.]],-0.5
1748783902.1657853,-2.26,-2.44,[[-1.]],-0.5
1748783902.2723331,-2.26,-2.43,[[-1.]],-0.5
1748783902.3803606,-2.26,-2.43,[[-1.]],-0.5
1748783902.4870582,-2.26,-2.43,[[-1.]],-0.5
1748783902.594706,-2.26,-2.43,[[-1.]],-0.5
1748783902.701393,-2.26,-2.43,[[-1.]],-0.5
1748783902.8092225,-2.25,-2.43,[[-1.]],-0.5
1748783902.915966,-2.26,-2.43,[[-1.]],-0.5
1748783903.0237186,-2.26,-2.43,[[-1.]],-0.5
1748783903.13034,-2.26,-2.43,[[-1.]],-0.5
1748783903.238171,-2.26,-2.43,[[-1.]],-0.5
1748783903.3448992,-2.26,-2.43,[[-1.]],-0.5
1748783903.4528103,-2.26,-2.43,[[-1.]],-0.5
1748783903.559275,-2.26,-2.43,[[-1.]],-0.5
1748783903.6671622,-2.26,-2.43,[[-1.]],-0.5
1748783903.7739437,-2.25,-2.42,[[-1.]],-0.5
1748783903.8817,-2.25,-2.42,[[-1.]],-0.5
1748783903.9885929,-2.26,-2.43,[[-1.]],-0.5
1748783904.0953686,-2.26,-2.43,[[-1.]],-0.5
1748783904.2021172,-2.27,-2.44,[[-1.]],-0.5
1748783904.309546,-2.27,-2.44,[[-1.]],-0.5
1748783904.417411,-2.27,-2.44,[[-1.]],-0.5
1748783904.5244865,-2.27,-2.44,[[-1.]],-0.5
1748783904.631216,-2.26,-2.43,[[-1.]],-0.5
1748783904.7385833,-2.25,-2.42,[[-1.]],-0.5
1748783904.8463833,-2.25,-2.42,[[-1.]],-0.5
1748783904.953081,-2.25,-2.42,[[-1.]],-0.5
1748783905.060999,-2.25,-2.42,[[-1.]],-0.5
1748783905.1676018,-2.24,-2.41,[[-1.]],-0.5
1748783905.2753928,-2.23,-2.4,[[-1.]],-0.5
1748783905.382404,-2.23,-2.4,[[-1.]],-0.5
1748783905.4854152,-2.24,-2.41,[[-1.]],-0.5
1748783905.5932562,-2.24,-2.41,[[-1.]],-0.5
1748783905.703395,-2.23,-2.4,[[-1.]],-0.5
1748783905.8115366,-2.23,-2.4,[[-1.]],-0.5
1748783905.9171093,-2.23,-2.4,[[-1.]],-0.5
1748783906.0258584,-2.22,-2.4,[[-1.]],-0.5
1748783906.131506,-2.22,-2.39,[[-1.]],-0.5
1748783906.2366767,-2.22,-2.39,[[-1.]],-0.5
1748783906.3468857,-2.22,-2.39,[[-1.]],-0.5
1748783906.4539473,-2.22,-2.39,[[-1.]],-0.5
1748783906.561483,-2.22,-2.39,[[-1.]],-0.5
1748783906.6685603,-2.22,-2.39,[[-1.]],-0.5
1748783906.7722774,-2.22,-2.39,[[-1.]],-0.5
1748783906.8801517,-2.22,-2.39,[[-1.]],-0.5
1748783906.9867551,-2.22,-2.39,[[-1.]],-0.5
1748783907.0947266,-2.22,-2.39,[[-1.]],-0.5
1748783907.2012725,-2.22,-2.39,[[-1.]],-0.5
1748783907.3092248,-2.22,-2.39,[[-1.]],-0.5
1748783907.4160643,-2.21,-2.38,[[-1.]],-0.5
1748783907.5236309,-2.21,-2.38,[[-1.]],-0.5
1748783907.630262,-2.21,-2.39,[[-1.]],-0.5
1748783907.736971,-2.22,-2.39,[[-1.]],-0.5
1748783907.8447967,-2.21,-2.39,[[-1.]],-0.5
1748783907.951381,-2.21,-2.38,[[-1.]],-0.5
1748783908.0593028,-2.21,-2.38,[[-1.]],-0.5
1748783908.166006,-2.21,-2.39,[[-1.]],-0.5
1748783908.2738206,-2.21,-2.38,[[-1.]],-0.5
1748783908.3804212,-2.21,-2.38,[[-1.]],-0.5
1748783908.4883132,-2.21,-2.38,[[-1.]],-0.5
1748783908.5949786,-2.21,-2.38,[[-1.]],-0.5
1748783908.7027912,-2.21,-2.38,[[-1.]],-0.5
1748783908.8094144,-2.21,-2.38,[[-1.]],-0.5
1748783908.917294,-2.21,-2.38,[[-1.]],-0.5
1748783909.023908,-2.2,-2.38,[[-1.]],-0.5
1748783909.131737,-2.22,-2.39,[[-1.]],-0.5
1748783909.238442,-2.21,-2.38,[[-1.]],-0.5
1748783909.3463707,-2.21,-2.38,[[-1.]],-0.5
1748783909.4530048,-2.21,-2.39,[[-1.]],-0.5
1748783909.5595577,-2.21,-2.39,[[-1.]],-0.5
1748783909.6673894,-2.21,-2.39,[[-1.]],-0.5
1748783909.7741158,-2.21,-2.38,[[-1.]],-0.5
1748783909.882015,-2.21,-2.38,[[-1.]],-0.5
1748783909.988634,-2.22,-2.39,[[-1.]],-0.5
1748783910.096544,-2.22,-2.39,[[-1.]],-0.5
1748783910.203057,-2.21,-2.38,[[-1.]],-0.5
1748783910.31097,-2.21,-2.38,[[-1.]],-0.5
1748783910.4175649,-2.21,-2.38,[[-1.]],-0.5
1748783910.5280735,-2.21,-2.38,[[-1.]],-0.5
1748783910.635584,-2.21,-2.38,[[-1.]],-0.5
1748783910.7433655,-2.21,-2.38,[[-1.]],-0.5
1748783910.8499541,-2.21,-2.39,[[-1.]],-0.5
1748783910.9577482,-2.22,-2.39,[[-1.]],-0.5
1748783911.0644403,-2.21,-2.39,[[-1.]],-0.5
1748783911.17228,-2.21,-2.38,[[-1.]],-0.5
1748783911.2789636,-2.21,-2.38,[[-1.]],-0.5
1748783911.386861,-2.21,-2.38,[[-1.]],-0.5
1748783911.4934142,-2.21,-2.38,[[-1.]],-0.5
1748783911.6012986,-2.2,-2.37,[[-1.]],-0.5
1748783911.7080011,-2.2,-2.37,[[-1.]],-0.5
1748783911.815899,-2.2,-2.37,[[-1.]],-0.5
1748783911.9223285,-2.21,-2.38,[[-1.]],-0.5
1748783912.030366,-2.21,-2.38,[[-1.]],-0.5
1748783912.13704,-2.2,-2.37,[[-1.]],-0.5
1748783912.2449567,-2.2,-2.37,[[-1.]],-0.5
1748783912.3515813,-2.2,-2.37,[[-1.]],-0.5
1748783912.459245,-2.2,-2.37,[[-1.]],-0.5
1748783912.565991,-2.2,-2.37,[[-1.]],-0.5
1748783912.6738193,-2.19,-2.36,[[-1.]],-0.5
1748783912.7805378,-2.18,-2.35,[[-1.]],-0.5
1748783912.8885221,-2.18,-2.36,[[-1.]],-0.5
1748783912.9949424,-2.18,-2.35,[[-1.]],-0.5
1748783913.1028185,-2.18,-2.35,[[-1.]],-0.5
1748783913.2094193,-2.18,-2.35,[[-1.]],-0.5
1748783913.316109,-2.18,-2.36,[[-1.]],-0.5
1748783913.4242516,-2.19,-2.36,[[-1.]],-0.5
1748783913.5306616,-2.19,-2.36,[[-1.]],-0.5
1748783913.6386938,-2.18,-2.35,[[-1.]],-0.5
1748783913.7452433,-2.18,-2.35,[[-1.]],-0.5
1748783913.8530877,-2.19,-2.36,[[-1.]],-0.5
1748783913.9597514,-2.18,-2.36,[[-1.]],-0.5
1748783914.0675855,-2.18,-2.35,[[-1.]],-0.5
1748783914.1741488,-2.19,-2.36,[[-1.]],-0.5
1748783914.282121,-2.19,-2.36,[[-1.]],-0.5
1748783914.3888812,-2.19,-2.36,[[-1.]],-0.5
1748783914.4967332,-2.18,-2.36,[[-1.]],-0.5
1748783914.603586,-2.18,-2.35,[[-1.]],-0.5
1748783914.711109,-2.17,-2.34,[[-1.]],-0.5
1748783914.817766,-2.17,-2.35,[[-1.]],-0.5
1748783914.9256265,-2.17,-2.35,[[-1.]],-0.5
1748783915.032253,-2.16,-2.34,[[-1.]],-0.5
1748783915.1402097,-2.16,-2.33,[[-1.]],-0.5
1748783915.2466936,-2.15,-2.33,[[-1.]],-0.5
1748783915.3545718,-2.16,-2.33,[[-1.]],-0.5
1748783915.4612284,-2.17,-2.34,[[-1.]],-0.5
1748783915.5692532,-2.16,-2.34,[[-1.]],-0.5
1748783915.6758766,-2.16,-2.33,[[-1.]],-0.5
1748783915.7836473,-2.16,-2.33,[[-1.]],-0.5
1748783915.8902144,-2.15,-2.33,[[-1.]],-0.5
1748783915.9968889,-2.16,-2.33,[[-1.]],-0.5
1748783916.1047323,-2.15,-2.33,[[-1.]],-0.5
1748783916.2113526,-2.15,-2.33,[[-1.]],-0.5
1748783916.3192635,-2.16,-2.33,[[-1.]],-0.5
1748783916.4261076,-2.15,-2.32,[[-1.]],-0.5
1748783916.533719,-2.15,-2.32,[[-1.]],-0.5
1748783916.6404579,-2.14,-2.32,[[-1.]],-0.5
1748783916.748387,-2.15,-2.32,[[-1.]],-0.5
1748783916.854968,-2.15,-2.32,[[-1.]],-0.5
1748783916.961852,-2.15,-2.32,[[-1.]],-0.5
1748783917.068597,-2.15,-2.32,[[-1.]],-0.5
1748783917.1775405,-2.15,-2.32,[[-1.]],-0.5
1748783917.2842166,-2.16,-2.33,[[-1.]],-0.5
1748783917.3884795,-2.16,-2.33,[[-1.]],-0.5
1748783917.4977684,-2.16,-2.34,[[-1.]],-0.5
1748783917.606474,-2.16,-2.33,[[-1.]],-0.5
1748783917.7114754,-2.18,-2.35,[[-1.]],-0.5
1748783917.8174095,-2.18,-2.35,[[-1.]],-0.5
1748783917.927718,-2.18,-2.35,[[-1.]],-0.5
1748783918.0323074,-2.17,-2.34,[[-1.]],-0.5
1748783918.1415417,-2.18,-2.35,[[-1.]],-0.5
1748783918.2454934,-2.21,-2.38,[[-1.]],-0.5
1748783918.3533077,-2.22,-2.39,[[-1.]],-0.5
1748783918.4598656,-2.22,-2.39,[[-1.]],-0.5
1748783918.5665164,-2.18,-2.36,[[-1.]],-0.5
1748783918.6744545,-2.17,-2.34,[[-1.]],-0.5
1748783918.782332,-2.17,-2.34,[[-1.]],-0.5
1748783918.8888884,-2.18,-2.35,[[-1.]],-0.5
1748783918.9955196,-2.18,-2.35,[[-1.]],-0.5
1748783919.1033778,-2.18,-2.35,[[-1.]],-0.5
1748783919.211302,-2.19,-2.36,[[-1.]],-0.5
1748783919.3179107,-2.18,-2.36,[[-1.]],-0.5
1748783919.4247403,-2.18,-2.35,[[-1.]],-0.5
1748783919.53234,-2.18,-2.35,[[-1.]],-0.5
1748783919.639018,-2.2,-2.37,[[-1.]],-0.5
1748783919.7468414,-2.19,-2.37,[[-1.]],-0.5
1748783919.8535159,-2.18,-2.35,[[-1.]],-0.5
1748783919.9614317,-2.17,-2.34,[[-1.]],-0.5
1748783920.0680885,-2.11,-2.28,[[-1.]],-0.5
1748783920.175965,-2.03,-2.2,[[-1.]],-0.5
1748783920.2825797,-1.9,-2.07,[[-1.]],-0.5
1748783920.3903356,-1.83,-2.0,[[-1.]],-0.5
1748783920.4969666,-1.72,-1.89,[[-1.]],-0.5
1748783920.604868,-1.64,-1.81,[[-1.]],-0.5
1748783920.711506,-1.57,-1.75,[[-1.]],-0.5
1748783920.8193717,-1.55,-1.73,[[-1.]],-0.5
1748783920.9261084,-1.56,-1.73,[[-1.]],-0.5
1748783921.0339198,-1.56,-1.73,[[-1.]],-0.5
1748783921.1405241,-1.54,-1.72,[[-1.]],-0.5
1748783921.2484276,-1.5,-1.68,[[-1.]],-0.5
1748783921.3550496,-1.47,-1.64,[[-1.]],-0.5
1748783921.4628859,-1.46,-1.63,[[-1.]],-0.5
1748783921.569534,-1.45,-1.62,[[-1.]],-0.5
1748783921.6773717,-1.43,-1.61,[[-1.]],-0.5
1748783921.7840593,-1.41,-1.59,[[-1.]],-0.5
1748783921.8919036,-1.4,-1.57,[[-1.]],-0.5
1748783921.9985533,-1.39,-1.57,[[-1.]],-0.5
1748783922.109717,-1.39,-1.57,[[-1.]],-0.5
1748783922.2164516,-1.38,-1.56,[[-1.]],-0.5
1748783922.3244154,-1.37,-1.54,[[-1.]],-0.5
1748783922.4308908,-1.36,-1.53,[[-1.]],-0.5
1748783922.5387933,-1.36,-1.53,[[-1.]],-0.5
1748783922.6454115,-1.36,-1.53,[[-1.]],-0.5
1748783922.7532642,-1.35,-1.53,[[-1.]],-0.5
1748783922.8600862,-1.35,-1.52,[[-1.]],-0.5
1748783922.9678812,-1.34,-1.51,[[-1.]],-0.5
1748783923.0744896,-1.33,-1.51,[[-1.]],-0.5
1748783923.1822896,-1.33,-1.5,[[-1.]],-0.5
1748783923.288984,-1.33,-1.5,[[-1.]],-0.5
1748783923.3968186,-1.32,-1.49,[[-1.]],-0.5
1748783923.5034022,-1.32,-1.49,[[-1.]],-0.5
1748783923.611333,-1.32,-1.49,[[-1.]],-0.5
1748783923.717938,-1.34,-1.51,[[-1.]],-0.5
1748783923.8246222,-1.35,-1.52,[[-1.]],-0.5
1748783923.932408,-1.34,-1.52,[[-1.]],-0.5
1748783924.0390768,-1.35,-1.52,[[-1.]],-0.5
1748783924.1469069,-1.35,-1.52,[[-1.]],-0.5
1748783924.2535458,-1.37,-1.54,[[-1.]],-0.5
1748783924.3613975,-1.39,-1.56,[[-1.]],-0.5
1748783924.4682405,-1.41,-1.58,[[-1.]],-0.5
1748783924.5760012,-1.4,-1.57,[[-1.]],-0.5
1748783924.6825778,-1.4,-1.57,[[-1.]],-0.5
1748783924.7904592,-1.41,-1.58,[[-1.]],-0.5
1748783924.8971534,-1.42,-1.59,[[-1.]],-0.5
1748783925.003904,-1.43,-1.6,[[-1.]],-0.5
1748783925.1118405,-1.43,-1.6,[[-1.]],-0.5
1748783925.2182596,-1.42,-1.59,[[-1.]],-0.5
1748783925.3262348,-1.43,-1.6,[[-1.]],-0.5
1748783925.4328797,-1.44,-1.61,[[-1.]],-0.5
1748783925.5408213,-1.44,-1.61,[[-1.]],-0.5
1748783925.6473095,-1.44,-1.61,[[-1.]],-0.5
1748783925.7553155,-1.45,-1.62,[[-1.]],-0.5
1748783925.861748,-1.46,-1.63,[[-1.]],-0.5
1748783925.9684296,-1.46,-1.63,[[-1.]],-0.5
1748783926.0764093,-1.46,-1.64,[[-1.]],-0.5
1748783926.1829052,-1.46,-1.63,[[-1.]],-0.5
1748783926.290728,-1.46,-1.63,[[-1.]],-0.5
1748783926.3974242,-1.46,-1.64,[[-1.]],-0.5
1748783926.5053391,-1.47,-1.64,[[-1.]],-0.5
1748783926.6120648,-1.46,-1.63,[[-1.]],-0.5
1748783926.7198892,-1.47,-1.64,[[-1.]],-0.5
1748783926.826367,-1.47,-1.64,[[-1.]],-0.5
1748783926.9344025,-1.47,-1.64,[[-1.]],-0.5
1748783927.041054,-1.47,-1.65,[[-1.]],-0.5
1748783927.1475093,-1.48,-1.66,[[-1.]],-0.5
1748783927.255434,-1.48,-1.65,[[-1.]],-0.5
1748783927.3621523,-1.48,-1.65,[[-1.]],-0.5
1748783927.4700363,-1.48,-1.65,[[-1.]],-0.5
1748783927.5767763,-1.48,-1.66,[[-1.]],-0.5
1748783927.6844904,-1.48,-1.66,[[-1.]],-0.5
1748783927.7911448,-1.49,-1.66,[[-1.]],-0.5
1748783927.89903,-1.48,-1.66,[[-1.]],-0.5
1748783928.0054803,-1.49,-1.66,[[-1.]],-0.5
1748783928.113403,-1.49,-1.66,[[-1.]],-0.5
1748783928.2202027,-1.49,-1.66,[[-1.]],-0.5
1748783928.328052,-1.49,-1.66,[[-1.]],-0.5
1748783928.441951,-1.49,-1.66,[[-1.]],-0.5
1748783928.5417824,-1.5,-1.67,[[-1.]],-0.5
1748783928.6494513,-1.5,-1.67,[[-1.]],-0.5
1748783928.7564063,-1.51,-1.69,[[-1.]],-0.5
1748783928.863779,-1.52,-1.69,[[-1.]],-0.5
1748783928.9718776,-1.51,-1.69,[[-1.]],-0.5
1748783929.078378,-1.5,-1.68,[[-1.]],-0.5
1748783929.1814752,-1.51,-1.68,[[-1.]],-0.5
1748783929.289416,-1.51,-1.68,[[-1.]],-0.5
1748783929.399561,-1.53,-1.7,[[-1.]],-0.5
1748783929.5037286,-1.53,-1.7,[[-1.]],-0.5
1748783929.6131294,-1.52,-1.69,[[-1.]],-0.5
1748783929.7205768,-1.52,-1.69,[[-1.]],-0.5
1748783929.8254995,-1.53,-1.71,[[-1.]],-0.5
1748783929.9314463,-1.53,-1.71,[[-1.]],-0.5
1748783930.0393357,-1.49,-1.66,[[-1.]],-0.5
1748783930.1459894,-1.21,-1.38,[[-1.]],-0.5
1748783930.2538192,-0.84,-1.01,[[-1.]],-0.5
1748783930.360428,-0.35,-0.52,[[-1.]],-0.5
1748783930.466919,0.24,0.0,[[0.7689592]],0.5
1748783930.5748017,0.55,0.38,[[1.]],0.5
1748783930.681576,0.92,0.75,[[1.]],0.5
1748783930.7880983,1.34,1.17,[[1.]],0.5
1748783930.894719,1.63,1.46,[[1.]],0.5
1748783931.0027,1.85,1.68,[[1.]],0.5
1748783931.109243,2.11,1.94,[[1.]],0.5
1748783931.2162097,2.43,2.26,[[1.]],0.5
1748783931.323812,2.92,2.75,[[1.]],0.5
1748783931.4304092,3.53,3.35,[[1.]],0.5
1748783931.5383337,4.25,4.07,[[1.]],0.5
1748783931.644874,5.02,4.85,[[1.]],0.5
1748783931.7514331,5.44,5.27,[[1.]],0.5
1748783931.8592985,5.26,5.09,[[1.]],0.5
1748783931.9661155,4.6,4.42,[[1.]],0.5
1748783932.072586,4.11,3.94,[[1.]],0.5
1748783932.1805098,3.51,3.34,[[1.]],0.5
1748783932.287122,2.84,2.67,[[1.]],0.5
1748783932.3950627,2.14,1.97,[[1.]],0.5
1748783932.5016215,1.49,1.32,[[1.]],0.5
1748783932.6082947,0.81,0.64,[[1.]],0.5
1748783932.7148268,0.21,0.0,[[0.7689592]],0.5
1748783932.822932,-0.39,-0.57,[[-1.]],-0.5
1748783932.9294646,-0.93,-1.1,[[-1.]],-0.5
1748783933.0373626,-1.37,-1.54,[[-1.]],-0.5
1748783933.1439939,-1.63,-1.81,[[-1.]],-0.5
1748783933.2519107,-1.85,-2.02,[[-1.]],-0.5
1748783933.3584418,-1.87,-2.04,[[-1.]],-0.5
1748783933.4663897,-1.8,-1.97,[[-1.]],-0.5
1748783933.5755115,-1.75,-1.93,[[-1.]],-0.5
1748783933.6842597,-1.66,-1.83,[[-1.]],-0.5
1748783933.790785,-1.25,-1.42,[[-1.]],-0.5
1748783933.8973901,-0.75,-0.92,[[-1.]],-0.5
1748783934.0054338,-0.43,-0.6,[[-1.]],-0.5
1748783934.1133678,-0.26,-0.43,[[-1.]],-0.5
1748783934.2197397,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783934.3264039,0.46,0.28,[[1.]],0.5
1748783934.4329407,0.67,0.5,[[1.]],0.5
1748783934.540831,1.14,0.97,[[1.]],0.5
1748783934.6477604,1.24,1.07,[[1.]],0.5
1748783934.754189,1.2,1.02,[[1.]],0.5
1748783934.8620489,1.21,1.04,[[1.]],0.5
1748783934.9688191,1.4,1.23,[[1.]],0.5
1748783935.0757282,1.83,1.66,[[1.]],0.5
1748783935.1820242,2.36,2.19,[[1.]],0.5
1748783935.2901216,2.5,2.33,[[1.]],0.5
1748783935.3967667,2.41,2.24,[[1.]],0.5
1748783935.5045507,1.93,1.75,[[1.]],0.5
1748783935.6111467,1.15,0.98,[[1.]],0.5
1748783935.7178135,0.31,0.13,[[1.]],0.5
1748783935.825925,-0.73,-0.91,[[-1.]],-0.5
1748783935.9325678,-2.13,-2.3,[[-1.]],-0.5
1748783936.0404367,-4.28,-4.45,[[-1.]],-0.5
1748783936.147043,-6.13,-6.3,[[-1.]],-0.5
1748783936.2547662,-7.73,-7.91,[[-1.]],-0.5
1748783936.361365,-9.67,-9.84,[[-1.]],-0.5
1748783936.4694262,-11.59,-11.76,[[-1.]],-0.5
1748783936.5760937,-11.94,-12.11,[[-1.]],-0.5
1748783936.68401,-10.59,-10.77,[[-1.]],-0.5
1748783936.7905095,-8.79,-8.97,[[-1.]],-0.5
1748783936.8982654,-7.15,-7.32,[[-1.]],-0.5
1748783937.0050137,-5.22,-5.39,[[-1.]],-0.5
1748783937.112914,-3.84,-4.01,[[-1.]],-0.5
1748783937.2193933,-2.97,-3.14,[[-1.]],-0.5
1748783937.327306,-3.18,-3.35,[[-1.]],-0.5
1748783937.43418,-3.47,-3.64,[[-1.]],-0.5
1748783937.5420475,-2.89,-3.06,[[-1.]],-0.5
1748783937.6486373,-2.14,-2.31,[[-1.]],-0.5
1748783937.7551854,-1.26,-1.43,[[-1.]],-0.5
1748783937.8630087,-0.42,-0.59,[[-1.]],-0.5
1748783937.969559,0.77,0.59,[[1.]],0.5
1748783938.0763323,2.1,1.92,[[1.]],0.5
1748783938.1841412,3.42,3.25,[[1.]],0.5
1748783938.2907276,4.11,3.93,[[1.]],0.5
1748783938.3985484,4.4,4.23,[[1.]],0.5
1748783938.505246,4.46,4.28,[[1.]],0.5
1748783938.6118634,4.06,3.88,[[1.]],0.5
1748783938.7197459,4.01,3.83,[[1.]],0.5
1748783938.826249,3.16,2.98,[[1.]],0.5
1748783938.9331098,2.05,1.88,[[1.]],0.5
1748783939.0409539,0.74,0.57,[[1.]],0.5
1748783939.147534,-0.93,-1.1,[[-1.]],-0.5
1748783939.2554145,-3.41,-3.59,[[-1.]],-0.5
1748783939.3620996,-7.01,-7.19,[[-1.]],-0.5
1748783939.4703376,-11.44,-11.61,[[-1.]],-0.5
1748783939.5778918,-11.34,-11.52,[[-1.]],-0.5
1748783939.6846416,-14.71,-14.88,[[-1.]],-0.5
1748783939.7926633,-15.68,-15.85,[[-1.]],-0.5
1748783939.900551,-15.37,-15.54,[[-1.]],-0.5
1748783940.0046127,-14.13,-14.31,[[-1.]],-0.5
1748783940.115147,-13.89,-14.07,[[-1.]],-0.5
1748783940.221867,-14.14,-14.31,[[-1.]],-0.5
1748783940.329361,-14.16,-14.33,[[-1.]],-0.5
1748783940.4353244,-13.22,-13.39,[[-1.]],-0.5
1748783940.5442772,-11.45,-11.63,[[-1.]],-0.5
1748783940.6498659,-9.72,-9.89,[[-1.]],-0.5
1748783940.7576976,-8.51,-8.69,[[-1.]],-0.5
1748783940.8655128,-7.79,-7.96,[[-1.]],-0.5
1748783940.97229,-7.54,-7.71,[[-1.]],-0.5
1748783941.0774193,-7.9,-8.07,[[-1.]],-0.5
1748783941.1876004,-8.89,-9.07,[[-1.]],-0.5
1748783941.2933786,-10.12,-10.29,[[-1.]],-0.5
1748783941.3986201,-11.69,-11.86,[[-1.]],-0.5
1748783941.506541,-13.7,-13.87,[[-1.]],-0.5
1748783941.6144345,-13.74,-13.92,[[-1.]],-0.5
1748783941.7209356,-12.33,-12.5,[[-1.]],-0.5
1748783941.828791,-9.86,-10.03,[[-1.]],-0.5
1748783941.9354005,-7.67,-7.84,[[-1.]],-0.5
1748783942.043285,-6.6,-6.77,[[-1.]],-0.5
